Region	Activity	lower_frequency	upper_frequency	Category	Service	Footnotes
US	Federal Government	1240000000	1300000000	p	Aeronautical Radionavigation	
US	Federal Government	1240000000	1300000000	p	Earth Exploration-Satellite (active)	
US	Federal Government	1240000000	1300000000	p	Radiolocation	G56
US	Federal Government	1240000000	1300000000	p	Space Research (active)	
US	Federal Government	1300000000	1350000000		-	US342
US	Federal Government	1300000000	1350000000	p	Aeronautical Radionavigation	5.337
US	Federal Government	1300000000	1350000000	s	Radiolocation	G2
US	Federal Government	1350000000	1390000000		-	5.334,5.339,US342,US385,G27,G114
US	Federal Government	1350000000	1390000000	p	Fixed	
US	Federal Government	1350000000	1390000000	p	Mobile	
US	Federal Government	1350000000	1390000000	p	Radiolocation	G2
US	Federal Government	1390000000	1395000000		-	5.339,US37,US342,US385,US398
US	Federal Government	1395000000	1400000000		-	5.339,US37,US342,US385,US398
US	Federal Government	1395000000	1400000000	p	Land Mobile (medical telemetry and medical telecommand)	
US	Federal Government	1400000000	1427000000		-	5.341,US246
US	Federal Government	1400000000	1427000000	p	Earth Exploration-Satellite (passive)	
US	Federal Government	1400000000	1427000000	p	Radio Astronomy	US74
US	Federal Government	1400000000	1427000000	p	Space Research (passive)	
US	Federal Government	1427000000	1429500000		-	5.341,US37,US398
US	Federal Government	1427000000	1429500000	p	Land Mobile (medical telemetry and medical telecommand) 	US350
US	Federal Government	1429500000	1432000000		-	5.341,US37,US350,US398
US	Federal Government	1432000000	1435000000		-	5.341,US361
US	Federal Government	1435000000	1525000000		-	5.341,US78
US	Federal Government	1435000000	1525000000	p	Mobile (aeronautical telemetry)	
US	Federal Government	1525000000	1535000000		-	5.341,5.351
US	Federal Government	1525000000	1535000000	p	Mobile-Satellite (space-to-Earth) 	US315,US380
US	Federal Government	1535000000	1559000000		-	5.341,5.351,5.356
US	Federal Government	1535000000	1559000000	p	Mobile-Satellite (space-to-Earth) 	US308,US309,US315,US380
US	Federal Government	1559000000	1610000000		-	5.341,US208,US260,US343
US	Federal Government	1559000000	1610000000	p	Aeronautical Radionavigation	
US	Federal Government	1559000000	1610000000	p	Radionavigation-Satellite (space-to-Earth)	
US	Federal Government	1610000000	1610600000		-	5.341,5.364,5.366,5.367,5.368,5.372,US208
US	Federal Government	1610000000	1610600000	p	Aeronautical Radionavigation	US260
US	Federal Government	1610000000	1610600000	p	Mobile-Satellite (Earth-to-space) 	US319,US380
US	Federal Government	1610000000	1610600000	p	Radiodetermination-Satellite (Earth-to-space)	
US	Federal Government	1610600000	1613800000		-	5.341,5.364,5.366,5.367,5.368,5.372,US208,US342
US	Federal Government	1610600000	1613800000	p	Aeronautical Radionavigation	US260
US	Federal Government	1610600000	1613800000	p	Mobile-Satellite (Earth-to-space) 	US319,US380
US	Federal Government	1610600000	1613800000	p	Radio Astronomy	
US	Federal Government	1610600000	1613800000	p	Radiodetermination-Satellite (Earth-to-space)	
US	Federal Government	1613800000	1626500000		-	5.341,5.364,5.365,5.366,5.367,5.368,5.372,US208
US	Federal Government	1613800000	1626500000	p	Aeronautical Radionavigation	US260
US	Federal Government	1613800000	1626500000	p	Mobile-Satellite (Earth-to-space) 	US319,US380
US	Federal Government	1613800000	1626500000	s	Mobile-Satellite (space-to-Earth)	
US	Federal Government	1613800000	1626500000	p	Radiodetermination-Satellite (Earth-to-space)	
US	Federal Government	1626500000	1660000000		-	5.341,5.351,5.375
US	Federal Government	1626500000	1660000000	p	Mobile-Satellite (Earth-to-space) 	US308,US309,US315,US380
US	Federal Government	1660000000	1660500000		-	5.341,5.351,US342
US	Federal Government	1660000000	1660500000	p	Mobile-Satellite (Earth-to-space) 	US308,US309,US380
US	Federal Government	1660000000	1660500000	p	Radio Astronomy	
US	Federal Government	1660500000	1668400000		-	5.341,US246
US	Federal Government	1660500000	1668400000	p	Radio Astronomy	US74
US	Federal Government	1660500000	1668400000	p	Space Research (passive)	
US	Federal Government	1668400000	1670000000		-	5.341,US99,US342
US	Federal Government	1668400000	1670000000	p	Meteorological Aids (radiosonde)	
US	Federal Government	1668400000	1670000000	p	Radio Astronomy	US74
US	Federal Government	1670000000	1675000000		-	5.341,US211,US362
US	Federal Government	1675000000	1700000000		-	5.289,5.341,US211
US	Federal Government	1675000000	1700000000	p	Meteorological Aids (radiosonde)	
US	Federal Government	1675000000	1700000000	p	Meteorological-Satellite (space-to-Earth)	
US	Federal Government	1700000000	1710000000		-	5.289,5.341
US	Federal Government	1700000000	1710000000	p	Fixed	G118
US	Federal Government	1700000000	1710000000	p	Meteorological-Satellite (space-to-Earth)	
US	Federal Government	1710000000	1755000000		-	5.341,US385,US378
US	Federal Government	1755000000	1850000000	p	Fixed	
US	Federal Government	1755000000	1850000000	p	Mobile	
US	Federal Government	1755000000	1850000000	p	Space Operation (Earth-to-space) 	G42
US	Federal Government	1850000000	2025000000		-	
US	Federal Government	2025000000	2110000000		-	5.391,5.392,US90,US222,US346,US347,US393
US	Federal Government	2025000000	2110000000	p	Earth Exploration-Satellite (Earth-to-space)	
US	Federal Government	2025000000	2110000000	p	Space Operation (Earth-to-space)	
US	Federal Government	2025000000	2110000000	p	Space Research (Earth-to-space)	
US	Federal Government	2110000000	2120000000		-	US252
US	Federal Government	2120000000	2200000000		-	
US	Federal Government	2200000000	2290000000		-	5.392,US303
US	Federal Government	2200000000	2290000000	p	Earth Exploration-Satellite (space-to-Earth)	
US	Federal Government	2200000000	2290000000	p	Fixed (line-of-sight only)	
US	Federal Government	2200000000	2290000000	p	Mobile (line-of-sight only including aeronautical telemetry but excluding flight testing of manned spacecraft) 	5.391
US	Federal Government	2200000000	2290000000	p	Space Operation (space-to-Earth)	
US	Federal Government	2200000000	2290000000	p	Space Research (space-to-Earth)	
US	Federal Government	2290000000	2300000000	p	Fixed	
US	Federal Government	2290000000	2300000000	p	Mobile except aeronautical mobile	
US	Federal Government	2290000000	2300000000	p	Space Research (deep space)	
US	Federal Government	2300000000	2305000000		-	G122
US	Federal Government	2305000000	2310000000		-	US338,G122
US	Federal Government	2310000000	2320000000		-	US327
US	Federal Government	2310000000	2320000000	s	Fixed	
US	Federal Government	2310000000	2320000000	s	Mobile	US339
US	Federal Government	2310000000	2320000000	s	Radiolocation	G2
US	Federal Government	2320000000	2345000000		-	US327
US	Federal Government	2320000000	2345000000	s	Fixed	
US	Federal Government	2320000000	2345000000	s	Radiolocation	G2
US	Federal Government	2345000000	2360000000		-	US327
US	Federal Government	2345000000	2360000000	s	Fixed	
US	Federal Government	2345000000	2360000000	s	Mobile	US339
US	Federal Government	2345000000	2360000000	s	Radiolocation	G2
US	Federal Government	2360000000	2390000000		-	US101
US	Federal Government	2360000000	2390000000	s	Fixed	
US	Federal Government	2360000000	2390000000	p	Mobile	US276
US	Federal Government	2360000000	2390000000	p	Radiolocation	G2,G120
US	Federal Government	2390000000	2395000000		-	US101
US	Federal Government	2390000000	2395000000	p	Mobile	US276
US	Federal Government	2395000000	2400000000		-	US101,G122
US	Federal Government	2400000000	2417000000		-	5.150,G122
US	Federal Government	2417000000	2450000000		-	5.15
US	Federal Government	2417000000	2450000000	s	Radiolocation	G2
US	Federal Government	2450000000	2483500000		-	5.150,US41
US	Federal Government	2483500000	2500000000		-	5.150,5.402,US41
US	Federal Government	2483500000	2500000000	p	Mobile-Satellite (space-to-Earth) 	US319,US380,US391
US	Federal Government	2483500000	2500000000	p	Radiodetermination-Satellite (space-to-Earth) 	5.398
US	Federal Government	2500000000	2655000000		-	5.339,US205
US	Federal Government	2655000000	2690000000		-	US205
US	Federal Government	2655000000	2690000000	s	Earth Exploration-Satellite (passive)	
US	Federal Government	2655000000	2690000000	s	Radio Astronomy	US385
US	Federal Government	2655000000	2690000000	s	Space Research (passive)	
US	Federal Government	2690000000	2700000000		-	US246
US	Federal Government	2690000000	2700000000	p	Earth Exploration-Satellite (passive)	
US	Federal Government	2690000000	2700000000	p	Radio Astronomy	US74
US	Federal Government	2690000000	2700000000	p	Space Research (passive)	
US	Federal Government	2700000000	2900000000		-	5.423,US18,G15
US	Federal Government	2700000000	2900000000	p	Aeronautical Radionavigation	5.337
US	Federal Government	2700000000	2900000000	p	Meteorological Aids	
US	Federal Government	2700000000	2900000000	s	Radiolocation	G2
US	Federal Government	2900000000	3100000000		-	5.427,US44,US316
US	Federal Government	2900000000	3100000000	p	Maritime Radionavigation	
US	Federal Government	2900000000	3100000000	p	Radiolocation	5.424A,G56
US	Federal Government	3100000000	3300000000		-	US342
US	Federal Government	3100000000	3300000000	s	Earth Exploration-Satellite (active)	
US	Federal Government	3100000000	3300000000	p	Radiolocation	G59
US	Federal Government	3100000000	3300000000	s	Space Research (active)	
US	Federal Government	3300000000	3500000000		-	US342
US	Federal Government	3300000000	3500000000	p	Radiolocation	US108,G2
US	Federal Government	3500000000	3650000000		-	US245
US	Federal Government	3500000000	3650000000	p	Aeronautical Radionavigation (ground-based) 	G110
US	Federal Government	3500000000	3650000000	p	Radiolocation	G59
US	Federal Government	3650000000	3700000000		-	US348,US349
US	Federal Government	3700000000	4200000000		-	
US	Federal Government	4200000000	4400000000		-	5.440,US261
US	Federal Government	4200000000	4400000000	p	Aeronautical Radionavigation	
US	Federal Government	4400000000	4500000000	p	Fixed	
US	Federal Government	4400000000	4500000000	p	Mobile	
US	Federal Government	4500000000	4800000000		-	US245
US	Federal Government	4500000000	4800000000	p	Fixed	
US	Federal Government	4500000000	4800000000	p	Mobile	
US	Federal Government	4800000000	4940000000		-	US203,US342
US	Federal Government	4800000000	4940000000	p	Fixed	
US	Federal Government	4800000000	4940000000	p	Mobile	
US	Federal Government	4940000000	4990000000		-	5.339,US342,US385,G122
US	Federal Government	4990000000	5000000000		-	US246
US	Federal Government	4990000000	5000000000	p	Radio Astronomy	US74
US	Federal Government	4990000000	5000000000	s	Space Research (passive)	
US	Federal Government	5000000000	5010000000		-	5.367,US211
US	Federal Government	5000000000	5010000000	p	Aeronautical Radionavigation	US260
US	Federal Government	5000000000	5010000000	p	Radionavigation-Satellite (Earth-to-space)	
US	Federal Government	5010000000	5030000000		-	5.367,US211
US	Federal Government	5010000000	5030000000	p	Aeronautical Radionavigation	US260
US	Federal Government	5010000000	5030000000	p	Radionavigation-Satellite (space-to-Earth) 	5.443B
US	Federal Government	5030000000	5091000000		-	5.367,US211,US444
US	Federal Government	5030000000	5091000000	p	Aeronautical Radionavigation	US260
US	Federal Government	5091000000	5150000000		-	5.367,US211,US344,US444,US444A
US	Federal Government	5091000000	5150000000	p	Aeronautical Radionavigation	US260
US	Federal Government	5150000000	5250000000		-	US211,US307,US344
US	Federal Government	5150000000	5250000000	p	Aeronautical Radionavigation	US260
US	Federal Government	5250000000	5255000000		-	5.448A
US	Federal Government	5250000000	5255000000	p	Earth Exploration-Satellite (active)	
US	Federal Government	5250000000	5255000000	p	Radiolocation	G59
US	Federal Government	5250000000	5255000000	p	Space Research (active) 	5.447D
US	Federal Government	5255000000	5350000000		-	5.448A
US	Federal Government	5255000000	5350000000	p	Earth Exploration-Satellite (active)	
US	Federal Government	5255000000	5350000000	p	Radiolocation	G59
US	Federal Government	5255000000	5350000000	p	Space Research (active)	
US	Federal Government	5350000000	5460000000		-	US390,G130
US	Federal Government	5350000000	5460000000	p	Aeronautical Radionavigation	5.449
US	Federal Government	5350000000	5460000000	p	Earth Exploration-Satellite (active) 	5.448B
US	Federal Government	5350000000	5460000000	p	Radiolocation	G56
US	Federal Government	5350000000	5460000000	p	Space Research (active)	
US	Federal Government	5460000000	5470000000		-	5.448B,US49,G130
US	Federal Government	5460000000	5470000000	p	Earth Exploration-Satellite (active)	
US	Federal Government	5460000000	5470000000	p	Radiolocation  G56	
US	Federal Government	5460000000	5470000000	p	Radionavigation	5.449,US65
US	Federal Government	5460000000	5470000000	p	Space Research (active)	
US	Federal Government	5470000000	5570000000		-	5.448B,US50,G131
US	Federal Government	5470000000	5570000000	p	Earth Exploration-Satellite (active)	
US	Federal Government	5470000000	5570000000	p	Maritime Radionavigation	US65
US	Federal Government	5470000000	5570000000	p	Radiolocation	G56
US	Federal Government	5470000000	5570000000	p	Space Research (active)	
US	Federal Government	5570000000	5600000000		-	US50,G131
US	Federal Government	5570000000	5600000000	p	Maritime Radionavigation	US65
US	Federal Government	5570000000	5600000000	p	Radiolocation	G56
US	Federal Government	5600000000	5650000000		-	5.452,US50,G131
US	Federal Government	5600000000	5650000000	p	Maritime Radionavigation	US65
US	Federal Government	5600000000	5650000000	p	Meteorological Aids	
US	Federal Government	5600000000	5650000000	p	Radiolocation	G56
US	Federal Government	5650000000	5925000000		-	5.150,US245
US	Federal Government	5650000000	5925000000	p	Radiolocation	G2
US	Federal Government	5925000000	6425000000		-	
US	Federal Government	6425000000	6525000000		-	5.440,5.458
US	Federal Government	6525000000	6700000000		-	5.458,US342
US	Federal Government	6700000000	7125000000		-	5.458
US	Federal Government	7145000000	7190000000		-	5.458,G116
US	Federal Government	7145000000	7190000000	p	Fixed	
US	Federal Government	7145000000	7190000000	p	Space Research (deep space) 	US262
US	Federal Government	7190000000	7235000000		-	5.458,G134
US	Federal Government	7190000000	7235000000	p	Fixed	
US	Federal Government	7190000000	7235000000	p	Space Research (Earth-to-space) 	G133
US	Federal Government	7235000000	7250000000		-	5.458
US	Federal Government	7235000000	7250000000	p	Fixed	
US	Federal Government	7250000000	7300000000		-	G117
US	Federal Government	7250000000	7300000000	s	Fixed	
US	Federal Government	7250000000	7300000000	p	Fixed-Satellite (space-to-Earth)	
US	Federal Government	7250000000	7300000000	p	Mobile-Satellite (space-to-Earth)	
US	Federal Government	7300000000	7450000000		-	G117
US	Federal Government	7300000000	7450000000	p	Fixed	
US	Federal Government	7300000000	7450000000	p	Fixed-Satellite (space-to-Earth)	
